1;redis.clients.jedis.JedisPoolConfig.setNumTestsPerEvictionRun(int)__XX__org.apache.commons.pool2.impl.BaseObjectPoolConfig.setNumTestsPerEvictionRun(int)
1;org.elasticsearch.common.settings.Settings.settingsBuilder()__XX__org.elasticsearch.common.settings.Settings.builder()
1;org.apache.catalina.deploy.FilterMap.addURLPattern(String)__XX__org.apache.tomcat.util.descriptor.web.FilterMap.addURLPattern(String)
1;org.apache.sshd.server.sftp.SftpSubsystem.process(Buffer)__XX__org.apache.sshd.server.subsystem.sftp.SftpSubsystem.process(Buffer)
1;org.mockito.Matchers.notNull()__XX__org.mockito.ArgumentMatchers.notNull()
1;org.apache.solr.client.solrj.impl.HttpSolrServer.request(SolrRequest)__XX__org.apache.solr.client.solrj.impl.HttpSolrClient.request(SolrRequest)
1;org.elasticsearch.action.index.IndexResponse.getIndex()__XX__org.elasticsearch.action.DocWriteResponse.getIndex()
1;redis.clients.jedis.JedisPoolConfig.setTestOnReturn(boolean)__XX__org.apache.commons.pool2.impl.BaseObjectPoolConfig.setTestOnReturn(boolean)
1;org.elasticsearch.action.mlt.MoreLikeThisRequestBuilder.setBoostTerms(float)__XX__org.elasticsearch.index.query.MoreLikeThisQueryBuilder.boostTerms(float)
1;org.sonarqube.ws.client.projectanalysis.ProjectAnalysisService.search(SearchRequest)__XX__org.sonarqube.ws.client.projectanalyses.ProjectAnalysesService.search(SearchRequest)
1;org.eclipse.jetty.server.Request.getSessionManager()__XX__org.eclipse.jetty.server.Request.getSessionHandler()
1;org.apache.sshd.SshServer.start()__XX__org.apache.sshd.server.SshServer.start()
1;org.elasticsearch.search.sort.FieldSortBuilder.ignoreUnmapped(boolean)__XX__org.elasticsearch.search.sort.FieldSortBuilder.unmappedType(String)
1;com.google.common.io.ByteStreams.newInputStreamSupplier(byte[])__XX__com.google.common.io.ByteSource.wrap(byte[])
1;org.jsoup.nodes.Element.toString()__XX__java.util.ArrayList.toString()
1;org.elasticsearch.search.aggregations.bucket.terms.TermsBuilder.size(int)__XX__org.elasticsearch.search.aggregations.bucket.terms.TermsAggregationBuilder.size(int)
1;org.apache.catalina.deploy.ContextResourceLink.getGlobal()__XX__org.apache.tomcat.util.descriptor.web.ContextResourceLink.getGlobal()
1;org.elasticsearch.index.query.BoolFilterBuilder.must(FilterBuilder)__XX__org.elasticsearch.index.query.BoolQueryBuilder.must(QueryBuilder)
1;org.apache.sshd.SshServer.setPort(int)__XX__org.apache.sshd.server.SshServer.setPort(int)
1;com.google.common.cache.RemovalNotification.getValue()__XX__java.util.AbstractMap.SimpleImmutableEntry.getValue()
1;org.elasticsearch.action.bulk.BulkItemResponse.failed()__XX__org.elasticsearch.action.bulk.BulkItemResponse.isFailed()
1;org.mapdb.DB.createHashSet(String)__XX__org.mapdb.DB.HashSetMaker
1;org.elasticsearch.common.compress.CompressedString.string()__XX__org.elasticsearch.common.compress.CompressedXContent.string()
1;org.mapdb.DBMaker.mmapFileEnableIfSupported()__XX__org.mapdb.DBMaker.Maker.fileMmapEnableIfSupported()
1;org.apache.sshd.common.util.Buffer.rpos(int)__XX__org.apache.sshd.common.util.buffer.Buffer.rpos(int)
1;org.apache.lucene.index.IndexWriter.optimize()__XX__org.apache.lucene.index.IndexWriter.forceMerge(int)
1;org.apache.lucene.queryParser.QueryParser.parse(String)__XX__org.apache.lucene.queryparser.classic.QueryParserBase.parse(String)
1;org.elasticsearch.action.bulk.BulkItemResponse.failed()__XX__org.elasticsearch.action.bulk.BulkItemResponse.isFailed()
1;org.mapdb.DBMaker.newMemoryDirectDB()__XX__org.mapdb.DBMaker.memoryDirectDB()
1;org.mapdb.DBMaker.asyncFlushDelay(int)__XX__org.mapdb.DBMaker.asyncWriteFlushDelay(int)
1;com.datastax.driver.core.Row.getString(String)__XX__com.datastax.driver.core.GettableByNameData.getString(String)
1;org.mockito.Matchers.anyInt()__XX__org.mockito.ArgumentMatchers.anyInt()
1;org.elasticsearch.action.delete.DeleteResponse.isFound()__XX__org.elasticsearch.action.delete.DeleteResponse.status()
1;redis.clients.jedis.JedisPoolConfig.setMaxIdle(int)__XX__org.apache.commons.pool2.impl.GenericObjectPoolConfig.setMaxIdle(int)
1;org.apache.solr.client.solrj.request.CoreAdminRequest.process(SolrServer)__XX__org.apache.solr.client.solrj.SolrRequest.process(SolrClient)
1;org.mapdb.DBMaker.deleteFilesAfterClose()__XX__org.mapdb.DBMaker.Maker.deleteFilesAfterClose()
1;com.github.tomakehurst.wiremock.client.RequestPatternBuilder.withHeader(String,ValueMatchingStrategy)__XX__com.github.tomakehurst.wiremock.matching.RequestPatternBuilder.withHeader(String,StringValuePattern)
1;org.apache.sshd.common.util.Buffer.rpos()__XX__org.apache.sshd.common.util.buffer.Buffer.rpos(int)
1;com.datastax.driver.core.ResultSet.iterator()__XX__com.datastax.driver.core.PagingIterable.iterator()
1;org.apache.sshd.SshServer.getActiveSessions()__XX__org.apache.sshd.server.SshServer.getActiveSessions()
