new,jackson-core,,2.13.2,,"com.fasterxml.jackson.core.JsonFactory.configure(Feature, boolean)","com.fasterxml.jackson.core.TSFBuilder.configure(Feature,boolean)",1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.createJsonGenerator(OutputStream),com.fasterxml.jackson.core.JsonFactory.createGenerator(OutputStream),1
new,jackson-core,,2.13.2,,"com.fasterxml.jackson.core.JsonFactory.createJsonGenerator(OutputStream, JsonEncoding)","com.fasterxml.jackson.core.JsonFactory.createGenerator(OutputStream,JsonEncoding)",1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.createJsonGenerator(Writer),com.fasterxml.jackson.core.JsonFactory.createGenerator(Writer),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.createJsonParser(byte[]),com.fasterxml.jackson.core.JsonFactory.createParser(byte[]),1
new,jackson-core,,2.13.2,,"com.fasterxml.jackson.core.JsonFactory.createJsonParser(byte[], int, int)","com.fasterxml.jackson.core.JsonFactory.createParser(byte[],int,int)",1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.createJsonParser(File),com.fasterxml.jackson.core.JsonFactory.createParser(File),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.createJsonParser(InputStream),com.fasterxml.jackson.core.JsonFactory.createParser(InputStream),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.createJsonParser(Reader),com.fasterxml.jackson.core.JsonFactory.createParser(Reader),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.disable(Feature),"com.fasterxml.jackson.core.TSFBuilder.configure(Feature,boolean)",1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.enable(Feature),"com.fasterxml.jackson.core.TSFBuilder.configure(Feature,boolean)",1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonParser.getCurrentTokenId(),com.fasterxml.jackson.core.JsonParser.currentTokenId(),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonLocation.getSourceRef(),com.fasterxml.jackson.core.JsonLocation.contentReference(),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.io.IOContext.getSourceReference(),com.fasterxml.jackson.core.io.IOContext.contentReference(),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonStreamContext.getStartLocation(Object),com.fasterxml.jackson.core.JsonStreamContext.startLocation(ContentReference),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonStreamContext.getTypeDesc(),com.fasterxml.jackson.core.JsonStreamContext.typeDesc(),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.Version.isUknownVersion(),com.fasterxml.jackson.core.Version.isUnknownVersion(),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonParser.setFeatureMask(int),"com.fasterxml.jackson.core.JsonParser.overrideStdFeatures(int,int)",1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonGenerator.setFeatureMask(int),"com.fasterxml.jackson.core.JsonGenerator.overrideStdFeatures(int,int)",1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.setInputDecorator(InputDecorator),com.fasterxml.jackson.core.TSFBuilder.inputDecorator(InputDecorator),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonFactory.setOutputDecorator(OutputDecorator),com.fasterxml.jackson.core.TSFBuilder.outputDecorator(OutputDecorator),1
new,jackson-core,,2.13.2,,com.fasterxml.jackson.core.JsonGenerator.writeStartArray(int),"com.fasterxml.jackson.core.JsonGenerator.writeStartArray(Object,int)",1
new,gson,,2.9.0,,com.google.gson.JsonParser.parse​(String),com.google.gson.JsonParser.parseString(String),1
new,spring-beans,,5.3.18,,org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.determineRequiredStatus(AnnotationAttributes),org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.determineRequiredStatus(MergedAnnotation),1
new,spring-beans,,5.3.18,,"org.springframework.beans.factory.config.DependencyDescriptor.resolveNotUnique(Class<?>, Map<String, Object>)","org.springframework.beans.factory.config.DependencyDescriptor.resolveNotUnique(ResolvableType, Map)",1
new,spring-beans,,5.3.18,,"org.springframework.beans.factory.config.InstantiationAwareBeanPostProcessor.postProcessPropertyValues(PropertyValues, PropertyDescriptor[], Object, String)","org.springframework.beans.factory.config.InstantiationAwareBeanPostProcessor.postProcessProperties(PropertyValues,Object,String)",1
new,spring-beans,,5.3.18,,org.springframework.beans.factory.support.AbstractBeanDefinitionReader.getBeanFactory(),org.springframework.beans.factory.support.AbstractBeanDefinitionReader.getRegistry(),1
new,spring-beans,,5.3.18,,"org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(String, RootBeanDefinition)","org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(String,RootBeanDefinition,boolean)",1
new,spring-context,,5.3.18,,org.springframework.context.support.AbstractApplicationContext.destroy(),org.springframework.context.support.AbstractApplicationContext.close(),1
new,spring-context,,5.3.18,,org.springframework.context.support.AbstractResourceBasedMessageSource.isFallbackToSystemLocale(),org.springframework.context.support.AbstractResourceBasedMessageSource.getDefaultLocale(),1
new,spring-core,,5.3.18,,org.springframework.core.codec.StringDecoder.allMimeTypes(boolean),org.springframework.core.codec.StringDecoder.allMimeTypes(),1
new,spring-core,,5.3.18,,org.springframework.core.codec.StringDecoder.textPlainOnly(boolean),org.springframework.core.codec.StringDecoder.textPlainOnly(),1
new,spring-core,,5.3.18,,org.springframework.core.env.Environment.acceptsProfiles(String...),org.springframework.core.env.Environment.acceptsProfiles(Profiles),1
new,spring-core,,5.3.18,,org.springframework.core.MethodParameter.decreaseNestingLevel(),org.springframework.core.MethodParameter.nested(Integer),1
new,spring-core,,5.3.18,,"org.springframework.core.MethodParameter.forMethodOrConstructor(Object, int)","org.springframework.core.MethodParameter.forExecutable(java.lang.reflect.Executable,int)",1
new,spring-core,,5.3.18,,org.springframework.core.MethodParameter.increaseNestingLevel(),org.springframework.core.MethodParameter.nested(Integer),1
new,spring-core,,5.3.18,,org.springframework.core.MethodParameter.setTypeIndexForCurrentLevel(int),org.springframework.core.MethodParameter.withTypeIndex(int),1
new,spring-web,,5.3.18,,org.springframework.http.client.HttpComponentsAsyncClientHttpRequestFactory.getHttpAsyncClient(),org.springframework.http.client.HttpComponentsAsyncClientHttpRequestFactory.getAsyncClient(),1
